Type	Kimura	Genome_percent
DNA/Academ	27	0.0077205
Other	27	0.0475115833333
SINE	28	0.0143321666667
LINE/R2	28	0.002659
LINE/Jockey-I	28	0.0052695
LINE/R1	28	0.00534208333333
LINE/LOA	28	0
LINE/L2	28	0.000541083333333
LINE/CR1	28	0.00434616666667
LINE/RTE	28	0.0387561666667
LINE	28	0.00436275
LINE/L1	28	0
LTR	28	0.00516925
LTR/Gypsy	28	0.09898275
LTR/Copia	28	0.000588666666667
RC/Helitron	28	0.00609608333333
DNA/Transib	28	0
DNA/TcMar	28	0.0134911666667
DNA/Sola	28	0.00033675
DNA/PiggyBac	28	0.000545083333333
DNA/P	28	8.375e-05
DNA	28	0.0185584166667
DNA/Maverick	28	0.161095083333
DNA/Kolobok	28	0.000499166666667
DNA/hAT	28	0.0537884166667
DNA/Harbinger	28	0.00690566666667
DNA/Ginger	28	0
DNA/Academ	28	0.00818825
Other	28	0.0432008333333
SINE	29	0.01044425
LINE/R2	29	0.00204308333333
LINE/Jockey-I	29	0.0072055
LINE/R1	29	0.00602733333333
LINE/LOA	29	0
LINE/L2	29	0.000395666666667
LINE/CR1	29	0.00419725
LINE/RTE	29	0.0321539166667
LINE	29	0.00479866666667
LINE/L1	29	0
LTR	29	0.00569933333333
LTR/Gypsy	29	0.0949514166667
LTR/Copia	29	0.000574833333333
RC/Helitron	29	0.00526433333333
DNA/Transib	29	0
DNA/TcMar	29	0.0135519166667
DNA/Sola	29	0.00036575
DNA/PiggyBac	29	0.000491
DNA/P	29	7.19166666667e-05
DNA	29	0.0186643333333
DNA/Maverick	29	0.147467166667
DNA/Kolobok	29	0.000622166666667
DNA/hAT	29	0.047528
DNA/Harbinger	29	0.00733441666667
DNA/Ginger	29	0
DNA/Academ	29	0.00888425
Other	29	0.03685275
SINE	30	0.0070815
LINE/R2	30	0.00111475
LINE/Jockey-I	30	0.00591258333333
LINE/R1	30	0.00576666666667
LINE/LOA	30	0
LINE/L2	30	0.00041125
LINE/CR1	30	0.00381716666667
LINE/RTE	30	0.0279395833333
LINE	30	0.00432766666667
LINE/L1	30	0
LTR	30	0.00494708333333
LTR/Gypsy	30	0.0877340833333
LTR/Copia	30	0.00138741666667
RC/Helitron	30	0.0044555
DNA/Transib	30	0
DNA/TcMar	30	0.01302125
DNA/Sola	30	0.000204666666667
DNA/PiggyBac	30	0.000422416666667
DNA/P	30	8.78333333333e-05
DNA	30	0.01517875
DNA/Maverick	30	0.12847825
DNA/Kolobok	30	0.000668416666667
DNA/hAT	30	0.0419745833333
DNA/Harbinger	30	0.00757983333333
DNA/Ginger	30	0
DNA/Academ	30	0.00846175
Other	30	0.0309226666667
SINE	31	0.00401058333333
LINE/R2	31	0.0014095
LINE/Jockey-I	31	0.00596275
LINE/R1	31	0.00729783333333
LINE/LOA	31	0
LINE/L2	31	0.0002125
LINE/CR1	31	0.00305441666667
LINE/RTE	31	0.02550125
LINE	31	0.00294875
LINE/L1	31	0
LTR	31	0.00543408333333
LTR/Gypsy	31	0.0786191666667
LTR/Copia	31	0.000747666666667
RC/Helitron	31	0.00322916666667
DNA/Transib	31	0
DNA/TcMar	31	0.0124945
